review_id,customer_id,book_id,rating,review_text,created_at
807,1233,3,3,"Some interesting parts, but overall felt underwhelming.",21-11-2023 22:36
3890,1513,1,4,Well-written and engaging. A few plot holes but forgivable.,27-10-2020 18:17
89,2406,1,3,Had potential but did not quite deliver on its promise.,08-09-2022 11:35
972,96,22,3,"Some interesting parts, but overall felt underwhelming.",25-05-2023 14:03
1707,1973,2,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,28-09-2024 12:23
287,1969,2,4,Well-written and engaging. A few plot holes but forgivable.,01-01-2024 16:44
69,598,1,4,Liked it. The first half is stronger than the second.,19-01-2024 07:48
3519,282,44,5,,23-06-2020 21:39
1140,772,8,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,19-10-2022 17:06
3680,1252,3,3,"Some interesting parts, but overall felt underwhelming.",18-08-2024 20:01
1270,1460,1,2,Not for me. The writing style felt very dated.,04-05-2024 05:24
4784,1029,1,5,The writing is exceptional and the story gripped me from page one.,17-08-2024 17:30
2705,9,1,3,Decent read. Not my favourite but not bad either.,10-06-2021 19:49
4554,1435,46,3,Decent read. Not my favourite but not bad either.,04-04-2023 17:15
1450,52,2,4,,12-03-2022 06:29
3577,1778,37,4,Above average. Would recommend to fans of the genre.,29-11-2024 13:53
3951,943,114,3,,02-07-2022 07:32
4310,462,14,4,Mostly great. The middle section drags a bit.,28-12-2024 08:26
4735,994,1,4,,25-02-2021 15:14
3814,1703,1,4,Mostly great. The middle section drags a bit.,31-12-2024 17:09
5470,2049,4,3,"Mixed feelings. Good premise, mediocre execution.",17-09-2021 07:54
1867,1413,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,22-10-2023 12:02
3421,1214,5,2,Would not recommend. Too slow and the payoff was not worth it.,14-01-2024 15:04
4842,1587,41,3,Average. Had its moments but failed to really engage me.,14-01-2024 17:43
5115,2613,20,5,,14-11-2023 14:29
4113,2679,2,4,,02-12-2023 19:07
3188,111,6,3,,21-04-2024 16:48
127,1081,1,5,Brilliant narrative. The characters feel genuinely real.,08-12-2024 19:44
753,2571,3,3,"Mixed feelings. Good premise, mediocre execution.",21-07-2023 11:04
5197,1231,3,3,"Some interesting parts, but overall felt underwhelming.",09-11-2021 14:23
3393,2749,4,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,08-11-2024 17:10
982,2458,6,3,It was okay. The hype around this book is a bit overstated.,08-07-2023 16:07
483,1240,2,4,Well-written and engaging. A few plot holes but forgivable.,05-07-2023 14:54
4118,806,1,3,Had potential but did not quite deliver on its promise.,27-05-2021 09:28
5091,642,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,26-08-2024 15:40
2882,1964,1,5,,02-03-2024 19:38
601,1580,1,4,Liked it. The first half is stronger than the second.,13-08-2023 08:28
3384,2069,6,3,Had potential but did not quite deliver on its promise.,02-06-2024 06:49
1326,723,1,4,"Good book, though the ending felt a little rushed.",11-10-2022 15:50
1286,909,9,4,"Good book, though the ending felt a little rushed.",20-10-2024 13:03
2745,2267,15,3,Neither great nor terrible. Passes the time.,21-01-2024 17:42
4276,50,1,3,Average. Had its moments but failed to really engage me.,14-06-2024 08:23
4788,285,75,4,Mostly great. The middle section drags a bit.,17-12-2024 12:34
59,16,2,4,Above average. Would recommend to fans of the genre.,22-09-2022 22:49
797,1569,1,4,Liked it. The first half is stronger than the second.,07-06-2024 18:46
1188,2141,1,4,Above average. Would recommend to fans of the genre.,25-10-2024 13:06
794,2691,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,06-06-2024 07:53
1583,1168,16,5,Beautifully written. The author's style is simply stunning.,21-08-2024 19:03
2122,2415,17,5,Perfect blend of story and insight. Will read again.,21-09-2023 20:08
460,1640,4,3,"Mixed feelings. Good premise, mediocre execution.",13-06-2021 07:53
1417,9,32,2,Would not recommend. Too slow and the payoff was not worth it.,28-04-2021 13:14
2620,1156,13,3,Average. Had its moments but failed to really engage me.,30-07-2022 11:28
3095,723,52,2,Disappointed. Expected much more based on the reviews.,27-05-2023 19:27
4738,657,1,3,Had potential but did not quite deliver on its promise.,13-12-2024 09:08
663,963,1,5,I finished this in two sittings. Absolutely riveting.,29-03-2023 19:55
4952,1490,20,5,,20-12-2021 20:25
5090,2236,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,08-10-2024 03:52
5124,2348,2,3,,19-05-2024 13:58
1865,1493,1,5,Brilliant narrative. The characters feel genuinely real.,26-11-2022 10:01
2011,1128,10,3,Decent read. Not my favourite but not bad either.,21-05-2023 14:05
5607,1357,1,5,Absolutely loved this book — couldn't put it down!,28-12-2023 18:29
2202,2696,36,5,Beautifully written. The author's style is simply stunning.,02-05-2024 15:42
2836,2350,1,3,Had potential but did not quite deliver on its promise.,08-06-2024 09:27
2082,1432,22,4,,02-11-2023 12:49
1697,77,2,5,Beautifully written. The author's style is simply stunning.,28-12-2022 11:39
652,1039,12,3,Decent read. Not my favourite but not bad either.,04-03-2023 23:30
507,1237,1,3,Decent read. Not my favourite but not bad either.,02-06-2022 12:21
2160,1603,3,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,28-06-2022 05:38
1896,2424,5,3,"Mixed feelings. Good premise, mediocre execution.",12-12-2024 22:18
4860,1756,8,2,Disappointed. Expected much more based on the reviews.,17-05-2023 10:35
3164,1424,1,3,Decent read. Not my favourite but not bad either.,31-03-2023 03:21
5410,355,6,3,It was okay. The hype around this book is a bit overstated.,21-04-2022 11:04
2001,1175,1,3,Decent read. Not my favourite but not bad either.,31-12-2024 08:37
1690,512,1,4,Mostly great. The middle section drags a bit.,02-11-2023 17:07
3849,1432,1,3,"Some interesting parts, but overall felt underwhelming.",31-12-2024 15:19
776,1566,11,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,04-11-2023 19:12
3063,1247,2,4,A very good read overall. Some chapters were slow but worth it.,17-01-2022 18:41
3345,2588,1,3,Decent read. Not my favourite but not bad either.,21-10-2024 09:40
5551,1250,16,3,"Some interesting parts, but overall felt underwhelming.",06-02-2024 07:08
4540,1365,6,2,The plot felt disjointed and the pacing was off throughout.,13-10-2024 17:52
5472,1852,2,3,,08-02-2024 17:24
4890,1313,4,3,Average. Had its moments but failed to really engage me.,21-03-2023 03:09
2704,24,1,5,Beautifully written. The author's style is simply stunning.,08-07-2024 19:53
1485,1018,9,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,29-11-2022 14:02
1185,1354,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,02-08-2023 08:42
834,796,2,4,,28-09-2024 02:55
3339,2016,1,4,,29-04-2024 07:27
4944,2592,2,4,Well-written and engaging. A few plot holes but forgivable.,26-10-2023 20:40
3799,1345,109,5,The writing is exceptional and the story gripped me from page one.,20-10-2023 08:43
4167,262,4,2,Overrated. I did not enjoy the characters at all.,14-09-2023 20:49
2343,283,16,3,Neither great nor terrible. Passes the time.,06-10-2023 18:06
1236,2280,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,20-08-2024 13:17
5114,1919,5,4,Liked it. The first half is stronger than the second.,14-08-2021 12:14
471,2727,1,2,The plot felt disjointed and the pacing was off throughout.,21-12-2023 17:34
3404,354,18,4,Above average. Would recommend to fans of the genre.,09-12-2024 21:27
3772,1420,1,4,Mostly great. The middle section drags a bit.,28-04-2024 14:22
3904,2767,9,3,Decent read. Not my favourite but not bad either.,24-06-2024 10:45
728,481,40,5,This book changed the way I think. A must-read for everyone.,02-01-2024 14:58
4558,1981,39,4,,28-02-2021 21:56
576,1708,1,3,It was okay. The hype around this book is a bit overstated.,03-09-2020 11:34
375,2616,4,3,Decent read. Not my favourite but not bad either.,26-11-2024 10:18
5568,2126,10,4,Above average. Would recommend to fans of the genre.,23-11-2023 09:52
536,1696,2,3,Decent read. Not my favourite but not bad either.,04-11-2024 07:51
642,2324,1,3,Decent read. Not my favourite but not bad either.,12-01-2021 20:42
4587,2589,1,3,Average. Had its moments but failed to really engage me.,24-10-2024 14:01
2351,2400,2,3,"Mixed feelings. Good premise, mediocre execution.",29-10-2024 07:00
210,2390,2,4,A very good read overall. Some chapters were slow but worth it.,06-02-2024 09:51
5484,1705,81,3,It was okay. The hype around this book is a bit overstated.,08-06-2022 16:36
63,2644,2,6,Above average. Would recommend to fans of the genre.,13-01-2022 19:09
4515,2219,3,3,It was okay. The hype around this book is a bit overstated.,27-10-2022 12:36
2969,1744,2,4,Well-written and engaging. A few plot holes but forgivable.,09-05-2020 15:24
3785,615,1,3,"Mixed feelings. Good premise, mediocre execution.",30-06-2024 19:17
1949,2703,2,4,"Good book, though the ending felt a little rushed.",01-07-2024 07:33
1863,2400,35,4,Mostly great. The middle section drags a bit.,18-06-2023 08:13
841,861,1,4,Mostly great. The middle section drags a bit.,31-12-2024 11:23
4384,1754,6,4,Liked it. The first half is stronger than the second.,16-11-2024 20:09
3078,2078,1,5,One of the best reads I have had in years. Highly recommended.,11-09-2022 08:30
2391,1328,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,28-12-2024 08:30
2208,312,1,5,,17-12-2021 09:06
5061,764,23,3,It was okay. The hype around this book is a bit overstated.,29-12-2021 06:53
5233,629,7,5,Perfect blend of story and insight. Will read again.,20-10-2023 17:57
1703,1546,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,15-06-2023 17:31
2695,1246,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,19-12-2020 17:00
2929,479,4,4,Mostly great. The middle section drags a bit.,23-11-2024 20:34
2633,297,1,3,Average. Had its moments but failed to really engage me.,01-04-2022 19:06
585,736,1,3,It was okay. The hype around this book is a bit overstated.,23-03-2024 20:36
3283,245,2,4,Well-written and engaging. A few plot holes but forgivable.,25-09-2024 19:13
2762,1956,28,2,Would not recommend. Too slow and the payoff was not worth it.,03-07-2024 16:24
4620,2235,2,4,A very good read overall. Some chapters were slow but worth it.,07-06-2024 10:16
5576,731,1,3,Decent read. Not my favourite but not bad either.,16-06-2022 15:06
4094,2079,1,3,Decent read. Not my favourite but not bad either.,19-08-2024 12:58
2934,545,7,5,A masterpiece. Every chapter left me wanting more.,31-05-2022 20:31
4480,1306,3,2,Overrated. I did not enjoy the characters at all.,19-06-2024 07:23
3433,899,7,4,Above average. Would recommend to fans of the genre.,09-09-2024 16:27
2596,82,6,2,,30-09-2022 17:54
4550,1808,2,4,Well-written and engaging. A few plot holes but forgivable.,26-12-2021 14:08
5604,18,16,5,Exceeded all my expectations. Truly extraordinary.,05-12-2023 22:17
1739,719,13,3,Average. Had its moments but failed to really engage me.,15-01-2024 16:13
4246,1341,13,4,Above average. Would recommend to fans of the genre.,08-06-2021 05:51
4601,1842,27,3,Decent read. Not my favourite but not bad either.,28-03-2024 11:02
4628,2651,1,5,One of the best reads I have had in years. Highly recommended.,31-12-2024 10:43
1013,2131,1,5,Exceeded all my expectations. Truly extraordinary.,23-07-2023 13:02
2330,108,4,3,Decent read. Not my favourite but not bad either.,01-02-2023 08:21
1729,1935,3,3,"Some interesting parts, but overall felt underwhelming.",18-09-2021 18:17
226,796,19,3,Average. Had its moments but failed to really engage me.,31-12-2024 07:59
3549,437,4,3,Neither great nor terrible. Passes the time.,12-02-2024 18:59
780,2267,1,2,The plot felt disjointed and the pacing was off throughout.,18-10-2024 09:23
1347,2089,3,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,06-01-2022 20:28
2621,1737,1,4,Mostly great. The middle section drags a bit.,26-09-2021 00:00
80,2016,23,1,One of the worst books I have read. No coherent plot.,13-03-2020 17:33
2937,1324,3,3,,31-01-2022 08:31
54,627,1,3,Average. Had its moments but failed to really engage me.,08-02-2021 16:27
1212,1008,4,5,A masterpiece. Every chapter left me wanting more.,15-08-2021 08:02
5486,398,14,4,,03-04-2024 04:43
4407,1693,1,4,Liked it. The first half is stronger than the second.,04-01-2023 09:20
1648,17,1,4,Liked it. The first half is stronger than the second.,01-10-2023 21:36
4838,1762,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,11-12-2024 19:27
2429,2353,4,4,Above average. Would recommend to fans of the genre.,14-02-2021 20:03
458,1597,2,4,Above average. Would recommend to fans of the genre.,31-12-2024 07:41
3893,792,9,4,Liked it. The first half is stronger than the second.,27-03-2024 14:31
4792,821,2,3,,23-10-2022 06:41
2554,814,2,4,Mostly great. The middle section drags a bit.,17-08-2023 15:24
498,1718,27,4,Liked it. The first half is stronger than the second.,04-12-2023 21:37
2490,936,1,4,Above average. Would recommend to fans of the genre.,05-08-2022 11:45
1259,582,16,3,Decent read. Not my favourite but not bad either.,22-02-2023 08:51
3619,1379,1,3,It was okay. The hype around this book is a bit overstated.,10-01-2023 11:56
5319,2297,3,3,"Mixed feelings. Good premise, mediocre execution.",15-07-2024 09:21
4383,2387,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,25-11-2022 21:43
882,1751,11,4,Mostly great. The middle section drags a bit.,30-09-2021 14:19
2467,1983,5,3,Had potential but did not quite deliver on its promise.,22-11-2024 10:56
3548,2356,2,5,Absolutely loved this book — couldn't put it down!,21-06-2024 19:18
2947,1599,2,3,It was okay. The hype around this book is a bit overstated.,08-01-2024 16:21
2407,2455,183,3,,20-10-2021 23:10
2850,1597,1,4,"Good book, though the ending felt a little rushed.",20-11-2024 19:46
1173,2540,151,3,"Some interesting parts, but overall felt underwhelming.",24-01-2023 18:01
1319,1372,15,6,Above average. Would recommend to fans of the genre.,29-01-2023 16:33
3405,1692,30,3,Neither great nor terrible. Passes the time.,13-10-2024 12:48
4185,1060,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,08-07-2023 09:33
3046,1225,178,5,One of the best reads I have had in years. Highly recommended.,23-01-2023 16:07
3986,1530,4,3,"Mixed feelings. Good premise, mediocre execution.",18-07-2024 11:29
5479,1815,39,4,Above average. Would recommend to fans of the genre.,23-09-2024 19:16
3330,2179,1,4,Above average. Would recommend to fans of the genre.,15-03-2024 20:56
595,2434,1,3,Decent read. Not my favourite but not bad either.,09-10-2024 19:59
4017,583,5,4,A very good read overall. Some chapters were slow but worth it.,19-08-2024 16:33
2898,1306,1,3,Had potential but did not quite deliver on its promise.,25-08-2023 15:12
132,2075,1,3,"Some interesting parts, but overall felt underwhelming.",14-10-2021 05:07
2959,173,3,4,Well-written and engaging. A few plot holes but forgivable.,03-08-2020 20:59
1056,277,2,5,The writing is exceptional and the story gripped me from page one.,04-10-2024 13:12
3060,1627,5,3,Decent read. Not my favourite but not bad either.,26-05-2024 21:50
810,1082,2,4,Well-written and engaging. A few plot holes but forgivable.,12-09-2022 05:06
4239,2336,2,4,Above average. Would recommend to fans of the genre.,18-11-2024 08:21
4652,2121,2,4,A very good read overall. Some chapters were slow but worth it.,16-03-2023 15:34
4775,1919,18,3,Decent read. Not my favourite but not bad either.,07-12-2023 11:01
2261,2646,2,2,,01-06-2024 13:02
4565,1049,13,2,Struggled to get through it. The story meanders endlessly.,20-10-2022 06:01
382,2536,4,2,Disappointed. Expected much more based on the reviews.,29-12-2024 09:01
3424,572,8,4,Above average. Would recommend to fans of the genre.,07-10-2024 13:02
4365,2708,1,4,Above average. Would recommend to fans of the genre.,21-07-2024 21:40
3782,1697,2,3,Decent read. Not my favourite but not bad either.,26-10-2021 08:56
1074,2037,2,4,Well-written and engaging. A few plot holes but forgivable.,12-11-2024 08:25
676,2618,1,2,The plot felt disjointed and the pacing was off throughout.,30-04-2021 07:16
1075,1034,2,5,Absolutely loved this book — couldn't put it down!,16-09-2022 00:44
2370,19,11,4,A very good read overall. Some chapters were slow but worth it.,14-11-2023 09:58
1273,931,2,3,"Some interesting parts, but overall felt underwhelming.",24-01-2021 18:09
4144,977,4,3,Had potential but did not quite deliver on its promise.,04-05-2024 14:59
195,61,1,4,Liked it. The first half is stronger than the second.,22-06-2024 10:29
180,1085,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,12-10-2022 16:16
3358,1799,2,2,Would not recommend. Too slow and the payoff was not worth it.,01-02-2022 12:28
3032,2078,19,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,26-10-2023 15:00
1775,737,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,20-10-2023 21:29
3009,1064,3,5,Brilliant narrative. The characters feel genuinely real.,07-12-2024 16:04
1860,2637,2,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,01-01-2024 07:09
4766,1395,2,5,I finished this in two sittings. Absolutely riveting.,22-10-2024 23:53
4441,918,5,3,Decent read. Not my favourite but not bad either.,24-09-2024 10:51
3977,1999,5,4,Liked it. The first half is stronger than the second.,06-04-2024 08:10
3397,522,1,0,Decent read. Not my favourite but not bad either.,26-07-2021 16:45
4100,892,153,4,Liked it. The first half is stronger than the second.,23-10-2023 12:25
833,1413,29,4,A very good read overall. Some chapters were slow but worth it.,06-04-2022 16:27
2755,149,1,3,It was okay. The hype around this book is a bit overstated.,20-11-2024 17:35
4116,723,20,3,"Some interesting parts, but overall felt underwhelming.",20-12-2024 00:38
3783,1865,12,5,Absolutely loved this book — couldn't put it down!,13-06-2023 18:57
1727,1187,50,4,"Good book, though the ending felt a little rushed.",28-01-2024 12:52
33,310,3,5,I finished this in two sittings. Absolutely riveting.,06-02-2020 11:16
303,740,2,2,Not for me. The writing style felt very dated.,01-11-2024 15:49
5276,2285,1,3,"Mixed feelings. Good premise, mediocre execution.",26-10-2024 17:27
2311,1617,1,4,Well-written and engaging. A few plot holes but forgivable.,02-09-2024 07:22
4125,2548,1,3,Neither great nor terrible. Passes the time.,19-03-2022 22:24
4576,172,4,3,"Mixed feelings. Good premise, mediocre execution.",01-02-2024 09:54
391,525,1,5,This book changed the way I think. A must-read for everyone.,07-12-2024 15:48
1009,1603,6,2,Disappointed. Expected much more based on the reviews.,13-04-2021 03:04
3394,490,3,2,Not for me. The writing style felt very dated.,24-02-2022 19:29
691,1111,3,4,Mostly great. The middle section drags a bit.,31-12-2024 09:23
3585,336,2,5,Perfect blend of story and insight. Will read again.,23-03-2024 19:09
5073,757,4,4,A very good read overall. Some chapters were slow but worth it.,18-09-2022 17:28
2021,2581,1,5,A masterpiece. Every chapter left me wanting more.,17-05-2024 12:16
1031,1348,1,3,Had potential but did not quite deliver on its promise.,06-08-2023 17:59
4446,2716,53,5,One of the best reads I have had in years. Highly recommended.,20-04-2024 05:26
4149,624,1,3,"Mixed feelings. Good premise, mediocre execution.",25-10-2022 18:51
1888,277,94,4,Mostly great. The middle section drags a bit.,01-03-2022 18:44
1077,1718,2,5,Beautifully written. The author's style is simply stunning.,08-01-2023 20:54
3747,1500,5,4,A very good read overall. Some chapters were slow but worth it.,15-09-2024 14:09
5407,301,30,3,Average. Had its moments but failed to really engage me.,14-06-2024 08:23
4308,790,3,3,Had potential but did not quite deliver on its promise.,28-09-2024 13:23
861,1155,11,3,"Mixed feelings. Good premise, mediocre execution.",16-10-2022 08:07
705,1247,5,3,,06-04-2023 18:33
964,2698,1,3,Had potential but did not quite deliver on its promise.,23-04-2024 20:49
1573,1655,2,4,"Good book, though the ending felt a little rushed.",20-04-2024 17:29
4513,2686,3,3,,03-12-2024 04:58
5538,1505,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,09-09-2023 13:17
1307,1764,2,6,A masterpiece. Every chapter left me wanting more.,09-11-2024 20:20
264,1809,1,4,,20-06-2021 15:54
750,1569,2,0,Pleasant read. Nothing groundbreaking but definitely enjoyable.,01-11-2023 20:12
2130,2237,2,3,Had potential but did not quite deliver on its promise.,17-11-2022 16:38
1899,13,4,3,It was okay. The hype around this book is a bit overstated.,23-08-2024 02:02
1242,504,3,4,"Good book, though the ending felt a little rushed.",26-01-2022 15:30
3117,1681,3,4,Liked it. The first half is stronger than the second.,28-02-2020 06:18
3605,1929,2,3,Decent read. Not my favourite but not bad either.,09-01-2024 05:45
490,75,6,3,Had potential but did not quite deliver on its promise.,31-12-2024 15:03
4754,1547,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,18-09-2024 07:19
1221,1865,6,4,,20-09-2024 18:04
1730,1720,2,4,Mostly great. The middle section drags a bit.,27-07-2023 19:19
435,628,4,4,Liked it. The first half is stronger than the second.,09-06-2024 12:57
2360,61,41,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,08-06-2024 06:48
4758,2150,4,2,Struggled to get through it. The story meanders endlessly.,28-08-2023 19:36
4912,1417,5,4,Mostly great. The middle section drags a bit.,26-10-2024 15:34
1231,2540,1,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,28-10-2024 15:35
594,852,1,3,Average. Had its moments but failed to really engage me.,28-12-2024 15:29
1571,2126,10,4,Above average. Would recommend to fans of the genre.,23-11-2023 09:52
3979,127,24,5,Exceeded all my expectations. Truly extraordinary.,15-08-2021 04:48
5089,2799,4,3,Decent read. Not my favourite but not bad either.,16-06-2020 18:29
4242,698,1,4,Mostly great. The middle section drags a bit.,30-06-2024 19:16
3967,654,2,3,Decent read. Not my favourite but not bad either.,02-01-2023 11:03
398,930,1,3,"Some interesting parts, but overall felt underwhelming.",19-11-2024 13:56
2245,858,7,5,Beautifully written. The author's style is simply stunning.,18-03-2023 09:39
62,547,1,4,"Good book, though the ending felt a little rushed.",08-09-2022 22:57
4523,791,3,4,Mostly great. The middle section drags a bit.,30-09-2024 21:14
5170,1489,3,4,Mostly great. The middle section drags a bit.,29-08-2022 08:03
3387,2454,10,4,A very good read overall. Some chapters were slow but worth it.,14-11-2023 12:10
2259,98,12,4,,19-07-2024 23:58
3289,1758,4,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,25-10-2024 22:44
2187,2486,5,3,Average. Had its moments but failed to really engage me.,18-04-2024 11:13
4718,2418,2,3,Neither great nor terrible. Passes the time.,26-11-2024 14:04
2454,2205,2,5,I finished this in two sittings. Absolutely riveting.,24-11-2024 17:59
2432,1696,7,4,"Good book, though the ending felt a little rushed.",08-02-2024 07:22
3114,724,11,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,24-05-2022 18:56
3737,2306,5,1,Could not finish it. Extremely boring.,29-04-2024 08:48
2854,1412,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,21-11-2024 12:02
3975,2375,2,4,,13-04-2024 17:35
3080,690,4,4,Enjoyed it quite a bit. Solid writing and interesting ideas.,09-02-2022 13:37
4132,25,1,4,Mostly great. The middle section drags a bit.,10-10-2022 12:45
4190,533,19,3,"Mixed feelings. Good premise, mediocre execution.",04-12-2023 20:13
1716,597,2,3,Had potential but did not quite deliver on its promise.,17-08-2022 08:15
3464,1920,9,5,One of the best reads I have had in years. Highly recommended.,21-05-2020 09:53
4262,2296,9,4,Mostly great. The middle section drags a bit.,02-06-2021 07:30
552,1308,1,3,,27-11-2022 09:00
1609,1533,1,4,Well-written and engaging. A few plot holes but forgivable.,28-03-2020 13:38
1159,1277,1,4,"Good book, though the ending felt a little rushed.",11-04-2022 18:29
4643,2799,2,4,"Good book, though the ending felt a little rushed.",30-10-2023 11:27
2920,1257,100,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,01-10-2023 09:43
4297,911,1,3,"Mixed feelings. Good premise, mediocre execution.",28-10-2024 20:01
271,2533,3,3,Decent read. Not my favourite but not bad either.,29-03-2024 20:54
3899,969,33,3,Neither great nor terrible. Passes the time.,10-08-2024 09:10
418,2361,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,07-09-2024 17:25
4479,1014,3,4,Liked it. The first half is stronger than the second.,29-12-2023 10:17
5023,1306,13,2,,04-04-2022 13:42
352,703,1,5,Absolutely loved this book — couldn't put it down!,29-07-2024 19:09
5401,163,10,2,Disappointed. Expected much more based on the reviews.,13-09-2020 21:17
1113,1437,1,4,Liked it. The first half is stronger than the second.,22-06-2024 08:46
1468,2546,22,3,,14-08-2021 12:29
115,1027,4,5,This book changed the way I think. A must-read for everyone.,29-03-2024 20:49
4123,332,4,3,Neither great nor terrible. Passes the time.,30-05-2024 17:23
3654,2008,18,4,Liked it. The first half is stronger than the second.,15-04-2023 19:17
3582,2135,1,3,Decent read. Not my favourite but not bad either.,31-07-2024 15:36
682,1922,1,5,Absolutely loved this book — couldn't put it down!,25-01-2024 06:15
1246,1654,1,4,Well-written and engaging. A few plot holes but forgivable.,02-11-2021 18:55
5172,1941,3,5,,17-09-2024 17:48
2657,2512,1,4,Pleasant read. Nothing groundbreaking but definitely enjoyable.,01-09-2024 09:50
3290,2421,8,3,Average. Had its moments but failed to really engage me.,12-01-2022 19:01
4529,468,3,3,Average. Had its moments but failed to really engage me.,24-01-2022 07:44
4600,2729,40,5,Brilliant narrative. The characters feel genuinely real.,28-02-2023 17:57
516,749,3,4,A very good read overall. Some chapters were slow but worth it.,13-03-2020 18:29
5306,957,15,5,I finished this in two sittings. Absolutely riveting.,02-08-2024 21:21
1915,2350,9,3,"Some interesting parts, but overall felt underwhelming.",02-12-2024 08:13
3911,2288,2,4,Above average. Would recommend to fans of the genre.,09-11-2023 20:03
1563,1097,7,3,Had potential but did not quite deliver on its promise.,22-08-2021 06:52
4836,622,11,2,Disappointed. Expected much more based on the reviews.,15-08-2024 08:18
5405,898,50,5,Absolutely loved this book — couldn't put it down!,05-04-2024 14:26
3051,2172,4,5,,23-10-2024 20:16
1213,1720,3,3,Average. Had its moments but failed to really engage me.,03-11-2023 20:57
4670,1858,7,4,Above average. Would recommend to fans of the genre.,11-09-2022 11:44
